year,songtitle,artistname,timesignature,timesignature_confidence,loudness,tempo,tempo_confidence,key,key_confidence,energy,pitch,Top10
2010,Born Treacherous,Dimmu Borgir,4,0.712,-5.671,97.983,0.499,7,0.128,0.919677848,0.021,0
2010,Gateways,Dimmu Borgir,4,0.975,-4.702,125.021,0.05,10,0.106,0.932624484,0.022,0
2010,Chess with the Abyss,Dimmu Borgir,4,0.445,-5.237,120.223,0.234,0,0.557,0.97273664,0.024,0
2010,Dimmu Borgir,Dimmu Borgir,4,0.909,-5.081,134.034,0.425,7,0.491,0.973304082,0.015,0
2010,Ritualist,Dimmu Borgir,4,0.414,-6.058,152.816,0.308,2,0.456,0.961888752,0.028,0
2010,A Jewel Traced Through Coal,Dimmu Borgir,4,0.89,-5.872,115.038,0.55,9,0.466,0.945729702,0.008,0
2010,Renewal,Dimmu Borgir,4,0.128,-6.01,104.974,0.016,5,0.629,0.95561059,0.034,0
2010,The Demiurge Molecule,Dimmu Borgir,5,0.487,-5.826,204.924,0.071,6,0.544,0.939649192,0.006,0
2010,Endings and Continuations,Dimmu Borgir,7,0.374,-6.946,146.099,0.319,10,0.374,0.923877389,0.009,0
2010,Heroes of Our Time,DragonForce,4,0.965,-4.337,100.061,0.355,2,0.528,0.985385078,0.01,0
2010,Operation Ground and Pound,DragonForce,4,0.525,-5.242,99.96,0.771,9,0.619,0.938165813,0.014,0
2010,Fury of the Storm,DragonForce,4,0.994,-5.979,100.019,0.725,4,0.244,0.915527894,0.009,0
2010,Disciples of Babylon,DragonForce,4,0.656,-4.711,88.738,0.603,4,0.182,0.959264671,0.009,0
2010,Find Your Love,Drake,4,1,-18.975,98.878,0.842,6,0.665,0.344353885,0.009,1
2010,Let the Sin Begin,Drowning Pool,4,1,-3.76,117.072,0.953,11,0.83,0.975500345,0.025,0
2010,Feel Like I Do,Drowning Pool,4,1,-14.066,90.032,0.927,4,0.534,0.932794198,0.027,0
2010,Turn So Cold,Drowning Pool,4,1,-4.459,84.984,0.563,4,0.591,0.973160042,0.002,0
2010,Regret,Drowning Pool,4,0.786,-3.247,163.989,0.474,1,0.61,0.997366374,0.023,0
2010,Over My Head,Drowning Pool,4,1,-4.599,107.019,0.901,6,0.575,0.954462708,0.009,0
2010,All About Me,Drowning Pool,4,0.998,-4.512,126.984,0.867,4,0.178,0.979619398,0.024,0
2010,More Than Worthless,Drowning Pool,4,1,-4.492,83.498,0,9,0.058,0.925159007,0.005,0
2010,Children of the Gun,Drowning Pool,4,0.933,-3.342,76.478,0.883,11,0.878,0.947910293,0.019,0
2010,Alcohol Blind,Drowning Pool,4,0.977,-5.985,79.491,0.391,4,0.731,0.854587195,0.009,0
2010,Horns Up,Drowning Pool,4,0.379,-4.457,158.668,0.202,6,0.501,0.987282951,0.023,0
2010,King Zero,Drowning Pool,4,0.507,-4.482,170.038,0.347,4,0.008,0.978912147,0.034,0
2010,After the Earthquake,Eels,3,1,-19.194,125.025,0.742,7,0.578,0.116665548,0,0
2010,That's Not Her Way,Eels,3,1,-10.26,129.953,0.4,4,0.62,0.527818982,0.001,0
2010,In Gratitude for This Magnificent Day,Eels,4,1,-20.36,126.417,0.503,0,0.312,0.14605055,0.016,0
2010,The Morning,Eels,4,0.971,-20.489,133.242,0.081,2,0.133,0.010604503,0,0
2010,Baby Loves Me,Eels,4,1,-7.584,77.504,0.125,2,0.837,0.489024632,0.001,0
2010,Spectacular Girl,Eels,4,1,-7.045,102.977,1,10,0,0.388914255,0.001,0
2010,What I Have to Offer,Eels,4,0.718,-13.442,77.716,0.72,5,0,0.240877863,0.003,0
2010,This Is Where It Gets Good,Eels,4,1,-7.228,100.003,0.853,11,0.48,0.931147367,0.007,0
2010,Oh So Lovely,Eels,4,0.139,-8.882,75.077,0.266,5,0.915,0.38834623,0.006,0
2010,The Man,Eels,4,1,-6.749,103.296,1,10,0.572,0.604635387,0.011,0
2010,Looking Up,Eels,4,1,-6.624,101.739,1,10,0.409,0.866518218,0.032,0
2010,I Like the Way This Is Going,Eels,4,0.914,-13.181,84.96,0.803,9,0.439,0.234651686,0.001,0
2010,Mystery of Life,Eels,4,1,-9.633,113.05,1,11,0.961,0.458417679,0,0
2010,I'm a Hummingbird,Eels,5,0.135,-11.95,100.964,0.082,1,0.206,0.350023147,0.004,0
2010,Lovesick,Emily Osment,3,0.45,-5.65,129.888,0.821,5,0.373,0.765655072,0.003,0
2010,You Get Me Through,Emily Osment,3,1,-6.943,78.509,0.265,8,0.51,0.594624185,0.005,0
2010,Get Yer Yah Yah's Out,Emily Osment,4,0.963,-4.016,138.001,0.735,8,0.754,0.853114924,0.006,0
2010,1-800 Clap Your Hands (The Water Is Rising),Emily Osment,4,0.68,-5.107,120.01,0.816,2,0.91,0.822636665,0.004,0
2010,Marisol,Emily Osment,4,1,-6.118,99.961,0.506,11,0.445,0.731219108,0.002,0
2010,The Cycle,Emily Osment,4,1,-3.569,150.03,0.235,8,0.469,0.962380873,0.013,0
2010,All the Boys Want,Emily Osment,4,0.771,-5.803,144.947,0.562,0,0.182,0.627474328,0.001,0
2010,Double Talk,Emily Osment,4,1,-4.972,132.012,0.829,8,0.463,0.916754737,0.004,0
2010,Truth or Dare,Emily Osment,4,0.443,-5.524,137.073,1,0,0.224,0.783419037,0.007,0
2010,Let's Be Friends,Emily Osment,4,0.965,-4.704,124.019,0.944,7,0.212,0.892987651,0.011,0
2010,Gotta Believe in Something,Emily Osment,4,1,-5.511,120.021,0.857,1,0.047,0.799086149,0.004,0
2010,Won't Back Down,Eminem,3,0.422,-3.239,89.936,0.808,2,0,0.936708148,0.009,0
2010,Cold Wind Blows,Eminem,4,0.976,-1.313,84.441,0.681,7,0.339,0.966255844,0.029,0
2010,Talkin' 2 Myself,Eminem,4,1,-3.261,89.965,0.885,6,0,0.954970469,0.01,0
2010,On Fire,Eminem,4,0.997,-5.107,92.157,0.846,8,0.2,0.889621953,0.003,0
2010,W.T.P.,Eminem,4,1,-3.049,94.958,0.658,2,0.005,0.899372066,0.015,0
2010,Going Through Changes,Eminem,4,0.986,-5.049,86.008,0.914,0,0.456,0.849578974,0.003,0
2010,Not Afraid,Eminem,4,0.965,-13.561,88.565,0.704,0,0.318,0.696182614,0.007,1
2010,Seduction,Eminem,4,0.751,-5.097,79.024,0.595,8,0.63,0.813997574,0.005,0
2010,No Love,Eminem,4,0.981,-3.783,129.582,0.275,11,0.346,0.917329137,0.004,0
2010,Space Bound,Eminem,4,0.994,-14.341,142.028,0.065,0,0.758,0.528930379,0.008,0
2010,Cinderella Man,Eminem,4,0.351,-4.563,86.071,0.908,8,0,0.88399715,0.009,0
2010,25 to Life,Eminem,4,0.777,-1.682,79.988,0.465,8,0.637,0.922124778,0.017,0
2010,So Bad,Eminem,4,1,-0.576,81.086,0.751,3,0.443,0.788605568,0.007,0
2010,Almost Famous,Eminem,4,0.867,-2.314,84.033,0.426,0,0.425,0.960206205,0.014,0
2010,Love the Way You Lie,Eminem,4,0.932,-4.248,86.981,1,10,0.96,0.936690854,0.009,1
2010,You're Never Over,Eminem,4,0.921,-2.305,78.506,0.867,6,0.674,0.957018902,0.012,0
2010,I Like It,Enrique Iglesias,4,1,-3.019,129.016,1,10,0.503,0.947919927,0.006,1
2010,Like A G6,Far*East Movement,4,0.507,-4.198,127.922,0.547,8,0.039,0.824520148,0.008,1
2010,Mechanize,Fear Factory,3,1,-4.499,95.949,0.723,1,0.645,0.95534489,0.02,0
2010,Designing the Enemy,Fear Factory,3,0.446,-4.76,99.247,0.241,6,0.477,0.950057633,0.019,0
2010,Industrial Discipline,Fear Factory,4,0.992,-3.885,101.034,0.929,7,0.015,0.962226303,0.03,0
2010,Fear Campaign,Fear Factory,4,0.913,-4.413,103.006,0.949,9,0.297,0.951619924,0.006,0
2010,Powershifter,Fear Factory,4,0.359,-4.112,105.975,0.695,1,0.297,0.934291839,0.028,0
2010,Christploitation,Fear Factory,4,0.866,-5.58,112.165,0.915,10,0.133,0.986016395,0.015,0
2010,Oxidizer,Fear Factory,4,1,-3.673,95.008,0.842,1,0.001,0.929188641,0.015,0
2010,Controlled Demolition,Fear Factory,4,1,-4.103,95.024,0.855,1,0.34,0.950053743,0.02,0
2010,Final Exit,Fear Factory,4,0.906,-8.06,103.985,0.559,5,0.682,0.739348602,0.007,0
2010,Metallic Division,Fear Factory,5,1,-5.859,136.038,0.495,6,0,0.843188859,0.007,0
2010,Club Can't Handle Me,Flo Rida,4,0,-6.032,127.996,0.637,4,0.257,0.914379626,0.004,1
2010,Teenage Dream,Glee Cast,4,0.957,-6.264,120.011,0.876,0,0.584,0.537832696,0.006,1
2010,Replay,Iyaz,4,0.861,-7.238,94.553,0.581,9,0.304,0.746315992,0.003,1
2010,Ridin' Solo,Jason Derulo,4,1,-3.206,89.727,0.636,9,0.839,0.862571359,0.005,1
2010,In My Head,Jason Derulo,4,1,-4.746,120.012,0.973,7,0.033,0.756890217,0.004,1
2010,Whatcha Say,Jason Derulo,4,1,-15.041,143.867,0.544,6,0.822,0.427167188,0.009,1
2010,Down,Jay Sean,4,0.987,-5.061,131.854,0.718,2,0.643,0.696117137,0.004,1
2010,Do You Remember,Jay Sean,4,1,-16.985,129.663,0.8,11,0.001,0.354291765,0.004,1
2010,Empire State Of Mind,Jay-Z + Alicia Keys,4,1,-13.364,89.295,0.878,10,0.003,0.707201378,0.01,1
2010,Young Forever,Jay-Z + Mr. Hudson,4,0.841,-13.86,72.348,0.292,9,0.698,0.456315998,0.005,1
2010,Baby,Justin Bieber,4,1,-17.817,66.946,0,5,0.139,0.455089246,0.002,1
2010,Mantaray,Kashmir,3,0.349,-6.121,104.012,0.9,2,0.099,0.896778702,0.02,0
2010,Pallas Athena,Kashmir,3,0.136,-16.345,73.43,0.299,7,0.781,0.260507147,0.025,0
2010,Bewildered in the City,Kashmir,3,0.673,-8.33,84.806,0.445,2,0.106,0.629045131,0.024,0
2010,Mouthful of Wasps,Kashmir,4,0.794,-8.785,66.659,0.223,10,0.013,0.756630465,0.009,0
2010,Intruder,Kashmir,4,0.84,-8.592,140.021,0.832,10,0.399,0.797599066,0.007,0
2010,Still Boy,Kashmir,4,0.931,-7.146,73.986,0.162,2,0.389,0.680553021,0.002,0
2010,Pursuit of Misery,Kashmir,4,1,-6.847,93.932,0.758,7,0.511,0.900960925,0.01,0
2010,Time Has Deserted Us,Kashmir,4,1,-9.311,82.996,0.917,7,0.574,0.744650182,0.004,0
2010,Danger Bear,Kashmir,4,0.243,-13.448,87.089,0.57,9,0.686,0.166509496,0.006,0
2010,Paris,Kate Nash,4,0.973,-4.713,90.02,0.698,9,0.68,0.920208594,0.004,0
2010,Kiss That Grrrl,Kate Nash,4,1,-5.142,141.044,0.443,0,0.564,0.872492375,0.004,0
2010,Don't You Want To Share The Guilt?,Kate Nash,4,0.99,-6.966,84.455,0.405,7,1,0.722098469,0.015,0
2010,I Just Love You More,Kate Nash,4,1,-4.846,120.058,0.897,7,0.549,0.950123627,0.012,0
2010,Do-Wah-Doo,Kate Nash,4,1,-4.14,75.187,0.096,5,0.276,0.898217238,0.04,0
2010,Take Me To A Higher Plane,Kate Nash,4,0.951,-4.737,108.049,0.857,4,0,0.90919118,0.01,0
2010,I've Got A Secret,Kate Nash,4,0.838,-7.3,134.372,0.3,7,0.174,0.697662406,0.008,0
2010,Mansion Song,Kate Nash,4,1,-7.721,120.011,0.317,1,0.609,0.782749507,0.011,0
2010,Early Christmas Present,Kate Nash,4,0.862,-5.777,156.008,0.431,9,0.613,0.930038878,0.007,0
2010,Later On,Kate Nash,4,0.928,-5.855,142.996,0.402,0,1,0.829650255,0.034,0
2010,Pickpocket,Kate Nash,4,0.596,-10.21,81.037,0.525,7,0.442,0.30157508,0.01,0
2010,You Were So Far Away,Kate Nash,4,0.535,-15.727,126.771,0.809,4,0.64,0.311398445,0.011,0
2010,R n B Side,Kate Nash,4,0.996,-10.54,119.965,0.863,7,0.473,0.607214048,0.001,0
2010,Teenage Dream,Katy Perry,4,1,-16.322,123.613,0.91,10,0.675,0.453090849,0.013,1
2010,California Gurls,Katy Perry,4,1,-3.908,124.99,0.666,0,0.482,0.732275494,0.004,1
2010,Take It Off,Ke$ha,4,1,-9.102,127.984,1,5,0.554,0.577184378,0.003,1
2010,Your Love Is My Drug,Ke$ha,4,1,-9.293,122.266,0.586,6,0.674,0.562256634,0.001,1
2010,TiK ToK,Ke$ha,4,0.634,-4.479,120.042,0.808,2,0.597,0.798444362,0.005,1
2010,Blah Blah Blah,Ke$ha,4,0.572,-4.771,127.963,0.723,0,0.222,0.930825143,0.007,1
2010,I Made It (Cash Money Heroes),Kevin Rudolf,4,1,-3.193,93.224,0.775,2,0.394,0.92925933,0.015,0
2010,You Make the Rain Fall,Kevin Rudolf,4,0.984,-4.191,67.452,0.037,10,0.045,0.963647171,0.009,0
2010,Don't Cry,Kevin Rudolf,4,0.819,-5.273,129.995,0.971,7,0.331,0.709261397,0.007,0
2010,Big Timer,Kevin Rudolf,4,0.871,-5.132,148.032,0.003,7,0.524,0.93858225,0.01,0
2010,I Belong to You (LANY),Kevin Rudolf,4,1,-4.601,134.968,0.379,2,0.234,0.954449682,0.016,0
2010,Spit in Your Face,Kevin Rudolf,4,0.983,-5.469,148.031,0.347,0,0.617,0.842263078,0.001,0
2010,What Do U Got,Kevin Rudolf,4,0.995,-6.392,125.007,0.866,6,0.641,0.778387579,0.011,0
2010,Late Night Automatic,Kevin Rudolf,4,0.975,-4.78,117.058,1,2,0.497,0.936206907,0.013,0
2010,Crashing Down,Kevin Rudolf,4,1,-4.993,128.012,0.828,9,0.061,0.848818624,0.004,0
2010,Bulletproof,La Roux,1,1,-5.049,84.911,0.261,1,0.501,0.878173895,0.005,1
2010,Need You Now,Lady Antebellum,4,0.99,-5.018,107.907,0.979,4,0.571,0.677653834,0.009,1
2010,Telephone,Lady Gaga,3,1,-18.451,83.983,0.179,3,0,0.500096776,0.002,1
2010,Alejandro,Lady Gaga,4,0.714,-7.595,136.825,0.164,11,0.363,0.95843244,0.005,1
2010,Bad Romance,Lady Gaga,4,0.766,-5.28,121.123,0.757,9,0.206,0.964644511,0.01,1
2010,All In,Lifehouse,4,1,-5.064,140.032,0.699,1,0.771,0.888720423,0.002,0
2010,Nerve Damage,Lifehouse,4,0.547,-6.619,75.129,0.342,9,0.142,0.744569577,0.005,0
2010,Halfway Gone,Lifehouse,4,0.926,-5.232,124.979,0.761,1,0.577,0.924899065,0.013,0
2010,It Is What It Is,Lifehouse,4,1,-8.511,83.996,0.626,8,0.301,0.710266025,0.003,0
2010,From Where You Are,Lifehouse,4,1,-11.261,87.945,0.861,9,0.029,0.452809796,0.007,0
2010,Smoke & Mirrors,Lifehouse,4,0.988,-5.523,119.975,0.839,6,0.568,0.829540261,0.002,0
2010,Falling In,Lifehouse,4,0.982,-5.392,122.714,0.956,4,0.414,0.847493299,0.006,0
2010,Wrecking Ball,Lifehouse,4,0.89,-6.784,122.02,0.878,1,0.677,0.778832432,0.007,0
2010,Here Tomorrow Gone Today,Lifehouse,4,0.986,-5.444,120.153,0.949,4,0.005,0.965093706,0.045,0
2010,By Your Side,Lifehouse,4,0.718,-4.503,125.995,0.959,9,0.463,0.822197428,0.01,0
2010,In Your Skin,Lifehouse,4,1,-6.043,89.282,0.849,8,0.676,0.846065238,0.005,0
2010,The Way I Do It,Lil Scrappy,1,1,-15.108,113.229,0.391,11,0.03,0.598363219,0.064,0
2010,The Hustle,Lil Scrappy,4,1,-9.439,144.035,0.61,11,0,0.643213778,0.002,0
2010,Roll Up,Lil Scrappy,4,1,-9.803,86.027,0.694,5,0.633,0.578544602,0.001,0
2010,Big Boi,Lil Scrappy,4,1,-6.688,150.093,0.072,0,0.618,0.692086,0.002,0
2010,On the D-Low,Lil Scrappy,4,1,-8.279,79.756,0.449,6,0.119,0.650096711,0.001,0
2010,Militant Minded,Lil Scrappy,4,1,-8.712,75.03,0.378,7,0.501,0.699941863,0,0
2010,If You Wanna Knuck,Lil Scrappy,4,1,-8.624,79.996,0.481,5,0.197,0.642199742,0,0
2010,Aye Shawty,Lil Scrappy,4,1,-7.286,84.031,0.503,1,0.027,0.601328431,0.001,0
2010,Forever I Love Atlanta (F.I.L.A.),Lil Scrappy,4,1,-9.074,85.006,0.588,7,0.278,0.629364911,0.001,0
2010,Money on My Mind,Lil Scrappy,4,1,-7.491,72.026,0.339,8,0.009,0.733959426,0.004,0
2010,We Can Buck,Lil Scrappy,4,1,-8.327,79.999,0.377,8,0.46,0.612112121,0.001,0
2010,Keep It 100,Lil Scrappy,4,1,-10.384,143.994,0.767,11,0.492,0.661435186,0.004,0
2010,Can U Dig It?,Lil Scrappy,5,0.906,-16.17,97.923,0.09,11,0.317,0.729738857,0.063,0
2010,This Is What We Do,Lil Scrappy,5,1,-7.771,106.685,0.435,2,0,0.828747822,0.002,0
2010,Right Above It,Lil Wayne,4,0.962,-4.875,75.988,0.433,11,0.018,0.833717867,0.004,1
2010,How Low,Ludacris,5,1,-8.93,94.007,0.418,1,0.873,0.431417646,0.001,1
2010,Supernatural,Manafest,3,0.943,-4.309,92.953,0.217,6,0.016,0.880813068,0.02,0
2010,No Plan B,Manafest,4,0.818,-8.049,128.007,1,7,0.027,0.866839718,0.008,0
2010,Trevor McNevan,Manafest,4,1,-4.876,85.01,0.727,2,0.615,0.964592575,0.015,0
2010,Bring the Ruckus,Manafest,4,1,-3.878,82.048,0.787,6,0.005,0.93929572,0.032,0
2010,Avalanche,Manafest,4,0.72,-4.866,136.961,0.481,1,0,0.880128972,0.019,0
2010,Married in Vegas,Manafest,4,1,-5.161,160.036,0.959,1,0.387,0.911069389,0.01,0
2010,The Chase,Manafest,4,1,-4.247,138.009,0.775,8,0.709,0.947691077,0.009,0
2010,Better 'Cause of You,Manafest,4,0.391,-7.17,155.534,0.37,6,0.291,0.787747816,0.007,0
2010,Breaking Down the Walls,Manafest,4,0.671,-8.216,90.041,0.208,1,0.579,0.834687476,0.015,0
2010,Cooler Than Me,Mike Posner,4,1,-4.744,129.026,0.505,10,0,0.489382252,0.006,1
2010,Can't Be Tamed,Miley Cyrus,4,1,-15.746,120.446,0.626,9,0.009,0.586531492,0.017,1
2010,Party In The U.S.A.,Miley Cyrus,4,1,-16.033,98.982,0.42,10,0.175,0.410383801,0.002,1
2010,Unbroken,Nadine,3,0.398,-7.092,86.992,0.377,5,0.814,0.738016312,0.008,0
2010,Runnin',Nadine,4,0.525,-4.483,115.991,0.601,8,0.22,0.834311525,0.012,0
2010,Put Your Hands Up,Nadine,4,0.841,-4.964,131.376,0.322,1,0.391,0.807228231,0.008,0
2010,Chained,Nadine,4,0,-4.248,109.445,0.445,11,0.731,0.814227589,0.008,0
2010,Insatiable,Nadine,4,1,-2.963,84.357,0.945,2,0.166,0.867089816,0.009,0
2010,Red Light,Nadine,4,0.361,-4.421,127.972,0.419,5,0,0.832545983,0.005,0
2010,Lullaby,Nadine,4,0.867,-4.308,121.012,0.621,5,0.362,0.752487752,0.015,0
2010,You Are the One,Nadine,4,0.625,-4.702,155.213,0.445,6,0.736,0.697116893,0.004,0
2010,Raw,Nadine,4,0.876,-4.724,112.963,0.498,7,0.222,0.844774241,0.009,0
2010,Rumors,Nadine,4,0.861,-5.565,86.299,0.445,7,0.589,0.620234891,0.002,0
2010,I'll Make A Man Out Of You Yet,Nadine,4,0.693,-7.47,118.888,0.284,3,0.169,0.420792984,0.004,0
2010,Natural,Nadine,5,0.815,-7.208,92.668,0.414,5,0,0.516150941,0.003,0
2010,Blackness Devours,October Tide,3,1,-4.57,99.984,0.776,10,0.412,0.963360378,0.019,0
2010,The Custodian of Science,October Tide,4,1,-5.605,77.508,0.746,10,0.591,0.838574133,0.003,0
2010,Deplorable Request,October Tide,4,0.966,-6.524,130.064,0.209,6,0.126,0.618390102,0.005,0
2010,A Nighttime Project,October Tide,4,1,-7.758,119.961,0.872,4,0.379,0.513122691,0.002,0
2010,The Dividing Line,October Tide,4,0.941,-4.598,97.542,0.809,6,0.502,0.953537284,0.007,0
2010,Fragile,October Tide,4,1,-5.528,119.984,0.474,5,0.77,0.829364011,0.003,0
2010,Scorned,October Tide,4,1,-5.502,100.105,0.185,10,0.054,0.627600512,0.009,0
2010,From the Bottom,Outlawz,4,1,-4.848,86.339,0.559,7,0.627,0.890365301,0.019,0
2010,Dream Big,Outlawz,4,0.931,-9.641,82.027,0.404,5,0.272,0.71116425,0.016,0
2010,It Ain't Over,Outlawz,4,1,-8.117,78.019,0.561,8,0.008,0.72048082,0.008,0
2010,Most of My Life,Outlawz,4,0.473,-8.938,136.014,0.616,7,0.711,0.639948959,0.001,0
2010,I Can't Complain,Outlawz,4,1,-9.318,90.047,0.885,9,0.103,0.613715638,0.001,0
2010,Cooley High,Outlawz,4,0.679,-7.057,79.487,0.578,1,0,0.904253232,0.003,0
2010,Never See Tomorrow,Outlawz,4,1,-7.398,88.05,0.891,6,0.57,0.733290638,0.004,0
2010,They Wanna Know,Outlawz,4,0.938,-8.984,81.046,0.77,1,0.782,0.620831546,0.004,0
2010,She Fresh,Outlawz,4,1,-7.982,87.527,0.981,2,0,0.764400468,0.003,0
2010,Fillmoe Slim,Outlawz,4,1,-3.874,101.51,0.969,8,0.299,0.887931824,0.007,0
2010,Facedown,Outlawz,4,1,-4.014,136.006,0.625,6,0.312,0.867257499,0.002,0
2010,Feel Good To Ya,Outlawz,4,0.753,-5.779,88.158,0.355,10,0.096,0.87637854,0.005,0
2010,Gotta Get It,Outlawz,4,1,-11.159,145.031,0.03,0,0.624,0.660500335,0.002,0
2010,Immortals,Outlawz,4,0.085,-12.687,143.998,0.595,0,0.126,0.418059972,0.006,0
2010,Bring It Back,Outlawz,4,1,-7.32,80.938,0.569,10,0.341,0.72919733,0.005,0
2010,Better Than Ever,Outlawz,4,1,-12.415,77.011,0.666,11,0.752,0.50065212,0.002,0
2010,We Here Now,Outlawz,5,0.878,-8.591,89.321,0.131,3,0.376,0.810836108,0,0
2010,The Green and Black,Overkill,4,0.925,-5.332,91.463,0.415,2,0.539,0.966840617,0.025,0
2010,Ironbound,Overkill,4,0.997,-5.555,98.05,0.382,4,0.641,0.974451388,0.037,0
2010,Bring Me the Night,Overkill,4,0.618,-5.143,84.346,0.515,1,0.645,0.963851951,0.03,0
2010,The Goal Is Your Soul,Overkill,4,0.651,-6.262,83.459,0.081,4,0.782,0.931022861,0.022,0
2010,Give a Little,Overkill,4,0.943,-4.768,105.055,0.609,4,0.483,0.989946365,0.025,0
2010,Endless War,Overkill,4,0.98,-4.759,89.604,0.845,2,0.533,0.983353795,0.01,0
2010,The Head and Heart,Overkill,4,0.863,-6.471,145.091,0.154,4,0.763,0.918566392,0.039,0
2010,In Vain,Overkill,4,0.455,-4.477,105.596,0.08,9,0,0.994632331,0.036,0
2010,Killing for a Living,Overkill,4,0.787,-5.507,79.821,0.036,4,0.51,0.95687929,0.004,0
2010,Fireflies,Owl City,4,0.931,-18.597,94.915,0.81,3,0.262,0.367873268,0.001,1
